Date,Gold_lag1,Gold_lag2,Gold_lag3,Gold_lag5,Silver_lag1,Silver_lag2,Silver_lag3,Silver_lag5,WTI Oil_lag1,WTI Oil_lag2,WTI Oil_lag3,WTI Oil_lag5,USD Index_lag1,USD Index_lag2,USD Index_lag3,USD Index_lag5,Bitcoin_lag1,Bitcoin_lag2,Bitcoin_lag3,Bitcoin_lag5,Ethereum_lag1,Ethereum_lag2,Ethereum_lag3,Ethereum_lag5,Gold_rollmean5,Gold_rollvol5,Gold_rollmean10,Gold_rollvol10,Gold_rollmean20,Gold_rollvol20,Silver_rollmean5,Silver_rollvol5,Silver_rollmean10,Silver_rollvol10,Silver_rollmean20,Silver_rollvol20,WTI Oil_rollmean5,WTI Oil_rollvol5,WTI Oil_rollmean10,WTI Oil_rollvol10,WTI Oil_rollmean20,WTI Oil_rollvol20,USD Index_rollmean5,USD Index_rollvol5,USD Index_rollmean10,USD Index_rollvol10,USD Index_rollmean20,USD Index_rollvol20,Bitcoin_rollmean5,Bitcoin_rollvol5,Bitcoin_rollmean10,Bitcoin_rollvol10,Bitcoin_rollmean20,Bitcoin_rollvol20,Ethereum_rollmean5,Ethereum_rollvol5,Ethereum_rollmean10,Ethereum_rollvol10,Ethereum_rollmean20,Ethereum_rollvol20
2017-12-08,-1.1280803499444363,0.07006166379693643,-1.0922118659806794,0.43446471102874373,-0.5206076437093269,-0.3588446478539946,-1.0228427724209554,-0.28711218982309217,0.35070670612119687,-0.8178979325562203,0.06432959572898356,0.45232661149250475,0.4617603968345971,0.5641530810207565,0.4635040596644121,-0.2985533214371641,4.918194145607269,3.944676772120935,0.46732309739475475,1.5077286633625429,0.21233791183371278,-1.3303276191076496,-0.26527092317062306,0.7034468904367397,-1.3747396876824893,-0.7271341406191971,-1.3324100243416768,-0.6501564049404666,-1.0054879988456293,-0.3319529461146245,-0.8404244535940577,-0.7699826860394333,-1.3541951653591062,-0.9761699174543773,-0.959351978203541,-0.69955185351017,-0.25706021344713176,-0.225061842359665,-0.2800475297975967,-0.4203235395327447,-0.011674877559033344,-0.47509688724164706,1.0791082616702903,-1.6439896448686175,0.8931821412169251,-1.1848535446489399,-0.4039992686192088,-0.39577636620916323,3.931557065652499,3.347095280356432,4.5376109407823755,2.545950250618902,3.655538620527851,2.017826766023053,-0.20085896121380234,-0.083920505516306,-0.2519054061661351,-0.054193127977780864,1.1285116950649212,0.6491435957216761
2017-12-11,-0.42173285351637796,-1.1281728283217616,0.0704642251150419,-0.4046042726669923,0.05653257100014977,-0.5208111681291344,-0.35864116280872793,-0.056373489259013976,0.31714192770846794,0.35104480498066487,-0.8177790631012583,-0.4330016773641797,0.23365966870711222,0.4616483900492169,0.5638567657165311,0.7218278719980351,-1.6995391254704992,4.889419694201761,3.9440322915697825,1.2957952945135993,0.8057536473106731,0.21322975529817695,-1.3301318286678336,0.11694580934839478,-1.2611553989429862,-0.6597350715441271,-1.5831981037733658,-0.8389016951186707,-0.7612086340391641,-0.41160770036994765,-0.879362523803787,-0.7983562385258793,-1.425181430735504,-1.0242469777204344,-0.9181366326615198,-0.7006062372903993,0.10381176508453097,-0.24344597293448667,-0.04377081135187277,-0.42212512250419654,0.11006157098424596,-0.4722615432773103,0.7193271717785267,-1.4443577544752073,0.7504793555879027,-1.1516134028899698,-0.39216111075444193,-0.3960938851362098,3.5636961438442776,3.4620931456327284,3.5417239021655886,2.24779800298389,4.090490173231377,1.7649196017720061,0.640268372003553,0.7786267589687846,0.3103365053148793,0.4544672515594124,1.7815061502489586,0.6720082989486518
2017-12-12,-0.158504314873677,-0.42182553536885425,-1.1273695793387402,-1.0928272648690704,-0.1432900747448053,0.05637389111751765,-0.5205850312883401,-1.024863525195893,0.29425312518317887,0.3174872379139877,0.35118986566385624,0.06499846765113976,-0.09469652716009379,0.23355801441928645,0.46135939150015237,0.46553902447780565,0.4708192004575081,-1.6929023581232598,4.888704103109542,0.4646356809088307,2.0452874334249787,0.8062856529735105,0.2133883586906128,-0.26590265613693764,-0.9758694291506305,-0.8454483597983669,-1.7658278918064758,-0.9031753905041403,-0.9764954994462949,-0.4307178933461921,-0.6034222950445746,-1.1392902584687212,-1.3502935421495248,-1.036474065005116,-1.1367780716315983,-0.7575111392627352,-0.1346485954207061,-0.19126897455136108,-0.16248338316883065,-0.394613941755108,0.010431650448006754,-0.4551988659045172,0.7623002307686467,-1.4081816530829838,0.6395672501934624,-1.2604674401539737,-0.31393043118929553,-0.3670312279844317,3.619850430388405,3.438709745056018,3.5658313443213485,2.241776978366911,4.25312593406448,1.7123263513462916,2.480936286742382,2.149340180207132,1.5846211316103065,1.5988753588421776,2.3880422186808885,1.2696302943072644
2017-12-13,-0.4750064025268565,-0.1585970725535145,-0.42125848777153374,0.06995099896272351,-0.39833281110395835,-0.14346428110408418,0.05651930585647624,-0.3601051631883763,-0.41761806730060097,0.2946033530161499,0.317631546709281,-0.8171477662677751,0.5612098335569035,-0.09478327879178779,0.23328529689518987,0.5659948442025017,0.6007224892144337,0.4658424696017945,-1.693122499636891,3.936596001915049,3.954144927081878,2.0450678056443934,0.8064299685926949,-1.3305899673584682,-0.7503911524230664,-0.5290642075937603,-1.1925120604769632,-0.7776648660098153,-0.9155799268230974,-0.40344566521968767,-0.15295450575771102,-0.6985069831360933,-0.7629659280917894,-0.9469714222706942,-1.000422960493007,-0.6852299829326849,0.13626435252112787,-0.4073338726693951,-0.13935073426018432,-0.4011349880842018,0.07208825772010985,-0.4748992866305001,-0.24340391578649043,0.07994869889229474,0.08164555027532579,-0.4594218850471758,-0.32160542179932605,-0.357296033944941,1.3033557644143512,3.2563503171696855,3.2866920866158993,2.45766663239304,3.9384819683102315,1.8973830860057377,3.614450884147883,1.1406339809686474,2.484099314689958,1.172162238386765,2.428605655610825,1.2803869766420253
2017-12-14,0.5585207174537337,-0.4750990690330005,-0.15811804812594796,-1.127988067789044,0.6609362041574105,-0.39852683461196553,-0.14329091803723615,-0.5221847775550409,-0.2715619102025383,-0.4171148949300521,0.2947471490771297,0.3518709569424055,-1.712960683740912,0.5610933131951795,-0.09503255940944753,0.46339215263992733,-1.313160428936055,0.5950506511994491,0.4654598399560615,4.87997747642384,1.2670648403322697,3.952767798677242,2.045182276794322,0.21267859439560236,0.08542123629926819,-0.6524529402711963,-0.680780071980665,-0.6409602837036329,-0.6306669350601107,-0.3490109025008443,0.16766006527271096,-0.8250077159380508,-0.6126991932865683,-0.9022675542162915,-0.8763387805322269,-0.670190459742663,0.06465783175628693,-0.4389391804216626,-0.08326082912186251,-0.39159627513827766,0.16704011718820597,-0.4762026053923136,-0.3884871698131999,-0.010922279256750185,0.34135736979299447,-0.5609404751880089,-0.2734159849782779,-0.3536872660879015,-0.7670925486987492,0.4437244411853922,3.123565053053319,2.4946763650507116,3.548879430619573,1.8643836456380343,3.441661505705965,1.3380279411855505,2.20547387351055,1.249387986923474,2.43814342986118,1.2767666513978433
2017-12-15,0.6822161951682782,0.5584277532229032,-0.4745142068526863,-0.4218149251460915,0.205072171619438,0.6608244872146417,-0.3983177998223505,0.05540330461144855,0.2061458069618152,-0.2710901177946057,-0.41698704556557703,0.3183112085076888,0.13324628936659494,-1.7129739894180007,0.5607972162962955,0.23508370902296907,0.1976422991928647,-1.3085911581142768,0.5946582960892655,-1.6928589410612236,-0.18387909122846605,1.2673171142730804,3.952836309935297,0.8056235262919584,0.28549392143429975,-0.7717245822192493,-0.8299496592030694,-0.7177474388464319,-0.6388705008497628,-0.34988834551607334,0.3228105574117631,-0.776834729334693,-0.38498645306789187,-0.8292344564098142,-0.8542713334032587,-0.6599138543288561,-0.03419142077925404,-0.4810121239004802,-0.195799207358269,-0.43247310699482694,0.2196783172021994,-0.47756158577902974,-0.008441757341942564,0.36986245064018036,0.8003685554577241,-0.4375418699897258,-0.08086896920974483,-0.24724386366270165,0.6148388137073431,0.31959357640820996,3.1020567313188177,2.4910793821912627,3.5199102045704658,1.8574545119537758,2.96190712031109,1.7139261954199472,1.9051827514358721,1.3270724607275215,2.406978028369466,1.288681155771277
2017-12-18,0.011607086831999883,0.6821231953049068,0.5586670057151626,-0.15865136145168776,0.4077005797459255,0.2049250334548706,0.6608853666355232,-0.14457440580916497,0.11758277198997216,0.20651496452980694,-0.27095899661180944,0.2954258360712867,1.0942019849989648,0.1331491924042656,-1.7131077640512897,-0.0935714980245435,1.451217453724386,0.1941273267085798,-1.3088402266267052,0.4627749685128094,-0.2943535844020142,-0.18274698811663262,1.26745032282292,2.0441738923351505,0.6519292260284686,-0.7435526251583834,-0.4634406236357782,-0.5910407289952351,-0.8538787985270165,-0.5382231049659599,0.5848600869401197,-0.8118619269244655,-0.21915155160646213,-0.7617313113451813,-0.9604371722201925,-0.7408078754937734,-0.21770398964253415,-0.5488494283765236,-0.07500834426552214,-0.463064319042494,0.03716420748110307,-0.5202110322485267,-0.2316768139980549,0.4487005271213222,0.36558490260909676,-0.3796072730696115,-0.056812339143117487,-0.2586003682207323,1.1384872073230827,0.6482809727000493,3.208615609055692,2.508308661045172,3.9505789348812868,1.8037101625877556,3.1640828528194573,1.8197847541658796,2.6251355314854985,1.536274700432452,2.900489327408436,1.4293613545583266
2017-12-19,0.6351625113960192,0.011514280148742206,0.6823210842425577,-0.4750753241914849,0.4498334803823365,0.4075691860693515,0.2050496726033189,-0.3998150582705953,-0.07622629035839329,0.11797095720309589,0.20665678689009712,-0.4163386762371721,-0.6001708900348792,1.0940612744472769,0.13288364203281067,0.5629321510566053,1.6647197560516653,1.4409946521086174,0.19376514898725478,0.5917969511339892,2.5088892100428213,-0.2931544913261761,-0.18257884493891702,3.951516938549644,0.7988533348888927,-0.9681443069655532,-0.1334355544898196,-0.8030793379445361,-0.44367261506011024,-0.8197415199490713,0.6773246367939127,-0.9677008550137051,0.0546773693543309,-1.006494545055024,-0.6223864660732177,-0.988796906288781,0.0568293683233659,-0.6345119714597766,-0.050440781113598156,-0.45948577029990484,0.12548416414484742,-0.5251623659365251,-0.745205247841363,0.3231379393912409,0.01466874710014511,-0.3303642512216847,-0.44742409546703493,-0.34011240071330734,0.17454642773581128,1.2370355276233278,2.587688208405095,2.85037473103367,3.356223177743282,2.0305704684000987,1.725572918936972,0.590747936343611,2.9026529335217597,1.4338835496689926,2.700803806993975,1.3884394307599506
2017-12-20,-0.1567816307328243,0.6350695250872446,0.011936419616696657,0.5581966814632395,-0.18904831961404708,0.4497053604863461,0.4076654844600798,0.6602759619525946,0.13661622104205046,-0.07579646553724463,0.11811079565414076,-0.27030440694214236,-0.6015800158658134,-0.6002347003890576,1.0937271344496418,-1.7133092953698643,-1.5970297551161727,1.6533545123908282,1.4405386230251112,-1.3091015631957352,0.6555504184519438,2.508388461566988,-0.2929836882349898,1.2665687247022515,0.7361014869699579,-0.9961748686696942,-0.009189154317352725,-0.7610762231443389,-0.4654460341226533,-0.8305222597798373,0.5543799007474813,-1.0754651581342005,0.29811960861155484,-1.0247218335083155,-0.6182281977620017,-0.9864887552021412,0.33683959477178727,-0.7101962706493362,0.32476618341577185,-0.6209588515965575,0.11097094516666312,-0.5289703942469138,-0.13157577948044077,-0.42199765694981295,-0.2777205148166901,-0.38278872898805716,-0.44189493360340504,-0.3411353955793082,0.10320456528375503,1.3071952076070839,0.9544042367480008,2.4654088190175556,3.1301791210372767,2.1680314577562667,1.096792112185038,0.6484690475400959,3.250954886907904,1.0966421957185821,2.7280841242714824,1.3770788759655403
2017-12-21,0.4226057022901757,-0.15687438890890962,0.6352831486956708,0.6818616263665982,0.3826627836354454,-0.18922608144782044,0.4497957659307693,0.2040581736724421,0.2937292068193207,0.13700031694506512,-0.07566096862204187,0.20733172150846987,-0.32351061614357557,-0.601643762265914,-0.6004479020305993,0.13457889019249217,-1.475817452727356,-1.590941511196689,1.6528824990387843,0.19145138814198176,-0.17476942680131122,0.656173504948063,2.5084917704967946,-0.1832240584183681,0.4533477296890411,-1.0996380549002518,0.41308732863624664,-1.116018147209233,-0.6588077036669673,-0.9309776913343859,0.40637174174707824,-0.9782269482120343,0.42641497908703874,-1.1323481024306874,-0.7542919756067942,-1.0335623187149559,0.29419780007392005,-0.7177796286844798,0.24695721541437995,-0.6420605081287365,0.004964568424223303,-0.5607350857793421,-0.2773288032010484,-0.43821043247174263,-0.49461135046268473,-0.4450168647110876,-0.04461301585534237,-0.6637373951312567,-0.47415306330437224,1.4485555965646466,-0.8566992258033114,0.8927998262642698,2.8071693496382655,2.2853181548183836,1.1878835771149079,0.5983274626599232,3.1945775581244034,1.1273871031985836,2.5500406985447706,1.3923805148443706
